LOG_NO,RACE,GENDER,BIRTH_YEAR
2020-0001809,NULL,NULL,1978
2020-0001812,White,Female,1982
2020-0001812,WHI,F,1982
2020-0001813,Black or African American,Male,1981
2020-0001814,Black or African American,Male,2003
2020-0001814,WHI,F,1977
2020-0001815,White,Female,1968
2020-0001819,Black or African American,Male,1982
2020-0001824,Black or African American,Male,1990
2020-0001830,NULL,Male,1975
2020-0001831,NULL,Male,1969
2020-0001831,WHI,M,1972
2020-0001838,NULL,Male,1994
2020-0001840,Black or African American,Male,NULL
2020-0001844,Black or African American,Female,1966
2020-0001849,White,Male,NULL
2020-0001849,White,Female,NULL
2020-0001849,WHI,M,1972
2020-0001856,Black or African American,Female,1981
2020-0001857,White,Female,1988
2020-0001858,White,Female,1963
2020-0001858,WHI,F,1977
2020-0001861,NULL,NULL,1989
2020-0001863,Black or African American,Male,1996
2020-0001863,Black or African American,Female,1999
2020-0001867,Asian,Male,1969
2020-0001867,S,M,1972
2020-0001869,Black or African American,Male,1992
2020-0001870,NULL,NULL,NULL
2020-0001872,"Hispanic, Latino, or Spanish Origin",Male,2000
2020-0001872,WHI,M,1975
2020-0001873,Black or African American,Female,2020
2020-0001887,Black or African American,Male,1986
2020-0001897,Black or African American,Male,1991
2020-0001897,BLK,F,1966
2020-0001898,Black or African American,Female,1969
2020-0001901,WHI,M,1971
2020-0001904,NULL,NULL,NULL
2020-0001907,Asian,Male,1996
2020-0001909,Black or African American,Male,1998
2020-0001911,White,Female,1992
2020-0001911,Black or African American,Female,2002
2020-0001913,Black or African American,Female,1979
2020-0001918,Not listed,Male,1988
2020-0001920,NULL,Male,NULL
2020-0001923,Black or African American,Male,1999
2020-0001923,BLK,F,1966
2020-0001924,"Hispanic, Latino, or Spanish origin",Female,1967
2020-0001932,Middle Eastern or North African,Male,1983
2020-0001933,Not listed,Male,1994
2020-0001940,Black or African American,Male,1991
2020-0001941,Black or African American,Male,1977
2020-0001942,Black or African American,Female,1964
2020-0001945,American Indian or Alaska Native,Female,1980
2020-0001946,Black or African American,Female,1967
2020-0001947,Black or African American,Male,1990
2020-0001948,White,Female,1985
2020-0001952,NULL,Male,1962
2020-0001955,Black or African American,Male,1999
2020-0001955,S,M,1978
2020-0001956,Black or African American,Female,1977
2020-0001962,Black or African American,Female,2020
2020-0001964,WHI,M,1978
2020-0001969,Not listed,Male,1920
2020-0001970,White,Male,1994
2020-0001971,NULL,Male,1997
2020-0001971,WHI,M,NULL
2020-0001978,White,Male,1985
2020-0001979,NULL,Female,1994
2020-0001979,WHI,F,1975
2020-0001980,"Hispanic, Latino, or Spanish origin",Male,1982
2020-0001982,Black or African American,Male,1997
2020-0001982,WHI,M,1978
2020-0001986,S,M,1984
2020-0001986,Black or African American,Female,1981
2020-0001988,NULL,NULL,1990
2020-0001988,WHI,F,1980
2020-0001990,WHI,M,1976
2020-0001990,Black or African American,Male,1996
2020-0001992,Black or African American,Male,1957
2020-0001996,Black or African American,Female,1967
2020-0001997,WHI,M,NULL
2020-0002003,NULL,NULL,NULL
2020-0002006,Black or African American,Female,1966
2020-0002008,Black or African American,Male,1992
2020-0002009,NULL,NULL,NULL
2020-0002010,Black or African American,Female,1997
2020-0002010,WHI,M,1980
2020-0002011,NULL,NULL,NULL
2020-0002012,WHI,M,1971
2020-0002019,WHI,M,1978
2020-0002019,NULL,Male,1986
2020-0002021,Black or African American,Male,1960
2020-0002022,NULL,NULL,NULL
2020-0002027,Black or African American,Male,1994
2020-0002028,NULL,NULL,NULL
2020-0002030,Black or African American,Male,1999
2020-0002032,"Hispanic, Latino, or Spanish Origin",Female,1976
2020-0002032,WHI,F,1977
2020-0002038,"Hispanic, Latino, or Spanish Origin",Male,1954
2020-0002042,Black or African American,Female,1962
2020-0002043,NULL,NULL,NULL
2020-0002044,Black or African American,Male,1984
2020-0002046,Black or African American,Male,1975
2020-0002050,Black or African American,Female,1989
2020-0002051,Black or African American,Male,1971
2020-0002051,Black or African American,Male,1992
2020-0002051,BLK,F,1969
2020-0002056,Black or African American,Male,1991
2020-0002057,Black or African American,Male,1989
2020-0002057,Black or African American,Female,1969
2020-0002058,Black or African American,Male,1953
2020-0002059,NULL,NULL,NULL
2020-0002064,Black or African American,Female,1976
2020-0002068,NULL,Male,NULL
2020-0002070,"Hispanic, Latino, or Spanish Origin",Male,2001
2020-0002070,S,M,1978
2020-0002074,NULL,NULL,NULL
2020-0002077,White,Female,2020
2020-0002077,White,Female,1996
2020-0002081,White,Female,1994
2020-0002083,Not listed,Prefer not to say,1994
2020-0002086,White,Male,1998
2020-0002087,WHI,M,1970
2020-0002093,White,Female,1962
2020-0002094,Black or African American,Male,1998
2020-0002098,BLK,F,1965
2020-0002102,BLK,F,1965
2020-0002104,Asian,Female,1995
2020-0002107,WHI,F,1968
2020-0002108,WHI,M,1977
2020-0002110,White,Male,1990
2020-0002112,Black or African American,Male,1990
2020-0002112,Black or African American,Male,1980
2020-0002113,NULL,NULL,NULL
2020-0002118,White,Male,1983
2020-0002121,White,Male,1996
2020-0002121,WHI,M,1971
2020-0002123,White,Female,1994
2020-0002128,Black or African American,Female,1980
2020-0002129,NULL,Female,1998
2020-0002131,Black or African American,Female,1961
2020-0002133,NULL,Female,1972
2020-0002134,NULL,NULL,NULL
2020-0002136,Black or African American,Female,NULL
2020-0002142,Black or African American,Male,1973
2020-0002143,Black or African American,Female,1982
2020-0002145,"Hispanic, Latino, or Spanish Origin",Male,1997
2020-0002146,White,Female,1996
2020-0002147,Black or African American,Female,1992
2020-0002148,"Hispanic, Latino, or Spanish Origin",Male,1997
2020-0002149,Black or African American,Male,1990
2020-0002150,WHI,M,1962
2020-0002153,NULL,NULL,NULL
2020-0002154,White,Female,1990
2020-0002156,"Hispanic, Latino, or Spanish origin",Female,1990
2020-0002157,NULL,NULL,NULL
2020-0002158,White,Prefer not to say,1996
2020-0002159,S,F,1966
2020-0002160,WHI,M,1982
2020-0002161,White,Male,2002
2020-0002164,WHI,M,1977
2020-0002169,WHI,M,1967
2020-0002169,White,NULL,1991
2020-0002176,White,Male,1979
2020-0002181,Prefer Not to Say,Female,NULL
2020-0002184,White,Male,NULL
2020-0002188,Black or African American,Female,1995
2020-0002190,NULL,NULL,NULL
2020-0002192,Black or African American,Male,1977
2020-0002193,White,Male,2001
2020-0002194,NULL,Female,NULL
2020-0002195,Black or African American,Female,1968
2020-0002196,Black or African American,Female,2002
2020-0002197,NULL,NULL,NULL
2020-0002198,Black or African American,Female,1993
2020-0002202,Black or African American,Male,NULL
2020-0002203,White,Male,1992
2020-0002204,NULL,NULL,NULL
2020-0002206,Black or African American,Male,NULL
2020-0002208,"Hispanic, Latino, or Spanish Origin",Female,NULL
2020-0002210,Black or African American,Female,1997
2020-0002212,Black or African American,Male,1986
2020-0002214,NULL,Female,NULL
2020-0002215,NULL,Male,NULL
2020-0002225,NULL,NULL,1976
2020-0002225,BLK,M,1972
2020-0002226,WHI,M,1973
2020-0002226,NULL,NULL,NULL
2020-0002228,Asian,Female,1998
2020-0002230,"Hispanic, Latino, or Spanish Origin",Female,1999
2020-0002230,"Hispanic, Latino, or Spanish origin",Female,1982
2020-0002230,"Hispanic, Latino, or Spanish origin",Female,1966
2020-0002232,Black or African American,Male,NULL
2020-0002232,BLK,F,1963
2020-0002237,Black or African American,Male,1986
2020-0002239,NULL,NULL,NULL
2020-0002240,Black or African American,Female,1983
2020-0002241,NULL,NULL,NULL
2020-0002242,White,Female,1998
2020-0002244,Black or African American,Female,1964
2020-0002246,NULL,NULL,NULL
2020-0002248,Black or African American,Male,1997
2020-0002253,Black or African American,Male,2020
2020-0002254,Black or African American,Male,1992
2020-0002255,White,Male,1983
2020-0002256,NULL,NULL,NULL
2020-0002257,White,Female,NULL
2020-0002258,NULL,NULL,NULL
2020-0002259,White,Prefer Not to Say,NULL
2020-0002260,NULL,Male,NULL
2020-0002261,White,Female,1994
2020-0002262,"Hispanic, Latino, or Spanish Origin",Female,1993
2020-0002264,White,Female,2006
2020-0002270,White,Male,1984
2020-0002272,NULL,NULL,NULL
2020-0002275,NULL,Male,NULL
2020-0002276,NULL,Female,NULL
2020-0002279,White,Male,1989
2020-0002281,NULL,Male,NULL
2020-0002283,White,Female,NULL
2020-0002285,NULL,NULL,NULL
2020-0002286,Asian,Male,1960
2020-0002294,White,Non-binary/third gender,1999
2020-0002301,WHI,F,1966
2020-0002303,"Hispanic, Latino, or Spanish origin",Female,1997
2020-0002306,White,Male,1993
2020-0002309,NULL,NULL,NULL
2020-0002310,Black or African American,Female,1987
2020-0002311,White,Prefer not to say,1969
2020-0002312,White,Female,1988
2020-0002312,WHI,M,1978
2020-0002321,"Hispanic, Latino, or Spanish Origin",Female,2004
2020-0002322,White,Female,1996
2020-0002328,Black or African American,Female,1995
2020-0002329,Black or African American,Male,1997
2020-0002330,Black or African American,Male,1981
2020-0002335,"Some Other Race, Ethnicity, or Origin",Female,2000
2020-0002338,NULL,NULL,NULL
2020-0002343,Black or African American,Female,NULL
2020-0002344,NULL,NULL,NULL
2020-0002347,White,Male,1978
2020-0002348,White,Male,1997
2020-0002349,NULL,NULL,NULL
2020-0002353,Black or African American,Male,1971
2020-0002354,NULL,Non-Binary / Third Gender,1992
2020-0002356,NULL,NULL,NULL
2020-0002357,Black or African American,Female,1979
2020-0002359,White,Male,1984
2020-0002362,White,Male,1987
2020-0002364,Black or African American,Female,1969
2020-0002365,"Hispanic, Latino, or Spanish Origin",Female,1992
2020-0002368,"Hispanic, Latino, or Spanish Origin",Male,1991
2020-0002369,White,Female,NULL
2020-0002370,White,Male,1982
2020-0002373,White,Male,1993
2020-0002375,"Some Other Race, Ethnicity, or Origin",Non-Binary / Third Gender,1997
2020-0002376,"Hispanic, Latino, or Spanish Origin",Male,1980
2020-0002379,White,Female,2000
2020-0002382,White,Male,1996
2020-0002388,White,Female,1994
2020-0002395,BLK,M,1972
2020-0002395,U,F,1997
2020-0002399,White,Female,1973
2020-0002403,NULL,Male,NULL
2020-0002419,"Hispanic, Latino, or Spanish Origin",Female,1999
2020-0002423,White,Male,1990
2020-0002423,WHI,F,1973
2020-0002437,Asian,Female,1983
2020-0002441,NULL,NULL,NULL
2020-0002442,"Hispanic, Latino, or Spanish Origin",Female,1958
2020-0002444,"Hispanic, Latino, or Spanish Origin",NULL,1992
2020-0002448,White,Female,1988
2020-0002451,White,Female,1988
2020-0002456,NULL,NULL,NULL
2020-0002456,NULL,NULL,NULL
2020-0002459,"Hispanic, Latino, or Spanish Origin",Male,1965
2020-0002460,White,Female,1996
2020-0002460,NULL,Male,2001
2020-0002463,Black or African American,Male,1987
2020-0002465,WHI,M,1971
2020-0002465,Black or African American,NULL,NULL
2020-0002468,Black or African American,Male,1981
2020-0002472,NULL,NULL,NULL
2020-0002475,Prefer Not to Say,Female,1943
2020-0002478,"Hispanic, Latino, or Spanish Origin",Male,1999
2020-0002479,"Some Other Race, Ethnicity, or Origin",Male,1994
2020-0002489,NULL,Female,1996
2020-0002492,Black or African American,Female,1998
2020-0002498,Not listed,Female,1993
2020-0002502,BLK,M,1971
2020-0002502,BLK,F,1989
2020-0002503,Black or African American,Female,1977
2020-0002504,WHI,F,1974
2020-0002518,NULL,Male,NULL
2020-0002519,White,Female,1984
2020-0002520,Black or African American,Female,1974
2020-0002526,Black or African American,Female,1970
2020-0002528,Black or African American,Non-binary/third gender,1973
2020-0002531,S,M,1976
2020-0002537,White,Female,1994
2020-0002540,BLK,F,1965
2020-0002542,Black or African American,Male,1992
2020-0002544,Black or African American,Male,1983
2020-0002549,Black or African American,Male,1982
2020-0002550,White,Female,1996
2020-0002553,White,Male,1996
2020-0002556,White,Non-binary/third gender,1991
2020-0002560,Black or African American,Male,1994
2020-0002563,"Hispanic, Latino, or Spanish origin",Male,1985
2020-0002572,BLK,F,1965
2020-0002577,NULL,Male,1989
2020-0002583,"Hispanic, Latino, or Spanish origin",Female,1989
2020-0002584,Black or African American,Female,1996
2020-0002585,Black or African American,Female,1985
2020-0002588,"Hispanic, Latino, or Spanish origin",Female,1996
2020-0002589,NULL,Female,NULL
2020-0002590,White,Female,NULL
2020-0002592,Asian,Male,NULL
2020-0002594,NULL,NULL,NULL
2020-0002595,White,Female,1990
2020-0002600,White,Female,1992
2020-0002601,Black or African American,Male,1997
2020-0002602,Black or African American,Male,1998
2020-0002602,"Some Other Race, Ethnicity, or Origin",Female,1998
2020-0002604,NULL,NULL,NULL
2020-0002608,NULL,NULL,NULL
2020-0002611,NULL,NULL,NULL
2020-0002611,Black or African American,Female,1997
2020-0002615,"Hispanic, Latino, or Spanish origin",Male,1971
2020-0002620,"Hispanic, Latino, or Spanish origin",Female,1997
2020-0002621,Black or African American,Male,1989
2020-0002622,WHI,M,1974
2020-0002622,NULL,NULL,NULL
2020-0002623,WHI,M,1965
2020-0002625,NULL,Male,NULL
2020-0002626,Black or African American,Male,1970
2020-0002631,"Hispanic, Latino, or Spanish Origin",Male,1989
2020-0002635,NULL,NULL,NULL
2020-0002638,"Hispanic, Latino, or Spanish Origin",Female,2001
2020-0002642,Black or African American,Female,2003
2020-0002642,Black or African American,Female,1966
2020-0002643,"Hispanic, Latino, or Spanish origin",Male,1986
2020-0002644,Black or African American,Male,1972
2020-0002651,"Hispanic, Latino, or Spanish Origin",Male,1994
2020-0002652,NULL,NULL,NULL
2020-0002655,NULL,NULL,NULL
2020-0002662,Black or African American,Female,1978
2020-0002662,BLK,M,1967
2020-0002663,S,M,1963
2020-0002665,NULL,NULL,NULL
2020-0002666,White,Male,1983
2020-0002667,"Hispanic, Latino, or Spanish Origin",Male,1986
2020-0002668,Black or African American,Male,1962
2020-0002669,Black or African American,Male,1990
2020-0002672,NULL,NULL,NULL
2020-0002673,WWH,M,1981
2020-0002675,WHI,M,1980
2020-0002675,NULL,NULL,NULL
2020-0002678,Black or African American,Female,1994
2020-0002679,Black or African American,Female,1994
2020-0002681,Black or African American,Male,1980
2020-0002687,Black or African American,Male,1986
2020-0002690,Black or African American,Male,2000
2020-0002691,"Hispanic, Latino, or Spanish origin",Male,1988
2020-0002693,Black or African American,Female,1995
2020-0002696,Black or African American,Male,1978
2020-0002697,Black or African American,Female,1965
2020-0002700,BLK,M,1962
2020-0002701,"Hispanic, Latino, or Spanish origin",Female,2000
2020-0002703,Black or African American,Male,1969
2020-0002706,Black or African American,NULL,1975
2020-0002708,White,Male,1967
2020-0002710,White,Female,1993
2020-0002711,Asian,Female,1993
2020-0002711,NULL,NULL,1986
2020-0002715,White,Female,1989
2020-0002716,NULL,NULL,NULL
2020-0002735,"Hispanic, Latino, or Spanish Origin",Male,1963
2020-0002735,WHI,M,1978
2020-0002737,White,Male,1969
2020-0002738,White,Female,1998
2020-0002739,"Hispanic, Latino, or Spanish Origin",Female,1992
2020-0002739,WHI,M,1968
2020-0002742,Black or African American,Male,1989
2020-0002747,White,Male,1998
2020-0002751,Black or African American,Male,1980
2020-0002752,NULL,NULL,NULL
2020-0002753,"Hispanic, Latino, or Spanish Origin",Male,1997
2020-0002758,Black or African American,Male,1973
2020-0002760,Black or African American,Female,1954
2020-0002762,Black or African American,Male,1967
2020-0002764,NULL,NULL,NULL
2020-0002765,NULL,NULL,NULL
2020-0002767,NULL,Female,1986
2020-0002771,Black or African American,Female,1992
2020-0002776,WHI,M,1964
2020-0002777,White,Male,1991
2020-0002784,"Hispanic, Latino, or Spanish Origin",Male,1998
2020-0002784,WHI,M,1970
2020-0002792,Black or African American,Female,1999
2020-0002792,Black or African American,Female,NULL
2020-0002793,Asian,Female,1974
2020-0002796,White,Male,1979
2020-0002802,NULL,NULL,NULL
2020-0002803,NULL,Female,1958
2020-0002806,"Hispanic, Latino, or Spanish origin",Male,1969
2020-0002809,Not listed,Male,1993
2020-0002816,Black or African American,Male,2001
2020-0002817,Black or African American,Female,1979
2020-0002817,WHI,M,1965
2020-0002821,Black or African American,Female,1985
2020-0002827,Asian,Male,1986
2020-0002828,NULL,NULL,NULL
2020-0002830,Black or African American,Male,1989
2020-0002830,I,M,1977
2020-0002831,Prefer Not to Say,Non-binary/third gender,1993
2020-0002831,White,NULL,2003
2020-0002832,NULL,NULL,NULL
2020-0002835,NULL,Prefer to Self-Describe,1993
2020-0002836,Black or African American,Male,1997
2020-0002838,NULL,Male,NULL
2020-0002839,NULL,Male,NULL
2020-0002843,WHI,M,NULL
2020-0002845,NULL,Female,NULL
2020-0002847,NULL,NULL,NULL
2020-0002848,Not listed,Male,1986
2020-0002852,Black or African American,Female,1983
2020-0002857,Black or African American,Female,1959
2020-0002861,S,M,1979
2020-0002861,Black or African American,NULL,1990
2020-0002866,Black or African American,Female,1978
2020-0002867,Black or African American,Female,1988
2020-0002870,NULL,NULL,NULL
2020-0002871,"Hispanic, Latino, or Spanish Origin",Male,1978
2020-0002872,NULL,NULL,NULL
2020-0002873,NULL,Male,NULL
2020-0002881,BLK,F,1965
2020-0002882,NULL,NULL,NULL
2020-0002886,"Hispanic, Latino, or Spanish Origin",Female,1984
2020-0002886,"Hispanic, Latino, or Spanish Origin",Male,2013
2020-0002888,Black or African American,Male,1968
2020-0002890,Black or African American,Female,1983
2020-0002891,NULL,Female,1974
2020-0002892,NULL,Female,NULL
2020-0002893,Black or African American,Female,1998
2020-0002896,NULL,Male,NULL
2020-0002897,Black or African American,Male,1993
2020-0002900,White,Male,1991
2020-0002906,Black or African American,Male,1990
2020-0002907,Black or African American,Male,1965
2020-0002911,NULL,NULL,NULL
2020-0002911,WHI,F,1968
2020-0002912,Black or African American,Female,1989
2020-0002915,NULL,Male,NULL
2020-0002918,Black or African American,Male,1990
2020-0002920,NULL,Female,1993
2020-0002921,Black or African American,Male,2001
2020-0002921,Black or African American,Male,1999
2020-0002921,WHI,M,1978
2020-0002922,Black or African American,Male,2001
2020-0002922,Black or African American,Female,1968
2020-0002924,Black or African American,Male,1992
2020-0002924,NULL,NULL,NULL
2020-0002924,NULL,NULL,1997
2020-0002925,Black or African American,Female,1997
2020-0002926,WHI,M,1980
2020-0002927,WHI,M,1970
2020-0002927,WHI,M,1971
2020-0002929,NULL,Female,NULL
2020-0002936,"Hispanic, Latino, or Spanish origin",Female,1975
2020-0002942,White,Male,NULL
2020-0002943,NULL,NULL,NULL
2020-0002944,Black or African American,Female,1978
2020-0002946,White,Female,1993
2020-0002947,Black or African American,Female,1963
2020-0002952,Black or African American,Male,1987
2020-0002955,Black or African American,Male,2001
2020-0002955,WHI,M,1981
2020-0002959,Black or African American,NULL,1957
2020-0002962,American Indian or Alaska Native,Female,1980
2020-0002963,NULL,NULL,2020
2020-0002964,White,Female,1977
2020-0002965,White,Non-binary/third gender,1992
2020-0002966,Black or African American,Male,1980
2020-0002970,NULL,NULL,NULL
2020-0002971,Black or African American,Male,NULL
2020-0002972,White,Male,1985
2020-0002974,"Hispanic, Latino, or Spanish Origin",Female,1994
2020-0002975,"Hispanic, Latino, or Spanish origin",Male,1986
2020-0002979,Black or African American,Male,1992
2020-0002982,Black or African American,Male,1959
2020-0002983,Black or African American,Male,1992
2020-0002983,WHI,F,1981
2020-0002990,Black or African American,NULL,1995
2020-0002992,NULL,Female,NULL
2020-0003002,NULL,Male,NULL
2020-0003003,"Hispanic, Latino, or Spanish origin",Female,1990
2020-0003007,Not listed,Male,1960
2020-0003008,Not listed,Female,1991
2020-0003011,Black or African American,Female,1981
2020-0003015,Black or African American,NULL,1991
2020-0003015,BLK,F,1966
2020-0003017,Black or African American,Male,1992
2020-0003018,BLK,M,1989
2020-0003018,S,M,1967
2020-0003020,WHI,M,NULL
2020-0003023,Black or African American,Female,NULL
2020-0003023,WHI,F,1971
2020-0003024,White,Male,1980
2020-0003030,White,Female,1984
2020-0003044,"Some Other Race, Ethnicity, or Origin",Male,1990
2020-0003047,White,Male,2000
2020-0003051,WHI,F,1966
2020-0003053,"Hispanic, Latino, or Spanish origin",Female,1974
2020-0003054,"Hispanic, Latino, or Spanish origin",Female,1974
2020-0003070,NULL,Male,1992
2020-0003074,Black or African American,Female,1985
2020-0003076,"Some Other Race, Ethnicity, or Origin",Male,1991
2020-0003077,"Some Other Race, Ethnicity, or Origin",Male,1981
2020-0003078,Black or African American,Male,1996
2020-0003078,WHI,M,1983
2020-0003081,Black or African American,Female,1995
2020-0003086,Black or African American,Female,1991
2020-0003086,WHI,M,1983
2020-0003088,Black or African American,Male,1974
2020-0003089,White,Male,1980
2020-0003096,WHI,M,1969
2020-0003099,Black or African American,Female,2001
2020-0003099,NULL,NULL,NULL
2020-0003104,WHI,M,1972
2020-0003105,WHI,F,1973
2020-0003105,Black or African American,Male,NULL
2020-0003106,Black or African American,Female,1990
2020-0003108,Not listed,Male,1975
2020-0003112,White,Male,1980
2020-0003113,Black or African American,Male,1988
2020-0003115,Black or African American,Male,1996
2020-0003117,NULL,NULL,NULL
2020-0003119,"Some Other Race, Ethnicity, or Origin",Male,1974
2020-0003120,White,Female,1956
2020-0003121,BLK,M,1965
2020-0003123,Prefer Not to Say,Male,1987
2020-0003124,Black or African American,Male,1971
2020-0003126,Black or African American,Male,1984
2020-0003127,Black or African American,Male,1985
2020-0003128,NULL,Male,1979
2020-0003128,WHI,M,1972
2020-0003130,NULL,Male,NULL
2020-0003131,Black or African American,Male,1963
2020-0003132,Black or African American,Female,1985
2020-0003138,White,Female,1961
2020-0003139,WHI,M,1969
2020-0003139,Black or African American,Male,1985
2020-0003141,Asian,Male,1991
2020-0003148,WHI,M,1965
2020-0003149,WHI,M,1977
2020-0003149,Black or African American,Male,1984
2020-0003154,WHI,M,1969
2020-0003154,Black or African American,Female,NULL
2020-0003155,Black or African American,Male,1989
2020-0003155,WHI,M,1972
2020-0003160,Black or African American,NULL,1970
2020-0003161,Black or African American,Male,1973
2020-0003162,NULL,Female,2003
2020-0003164,Black or African American,Male,1995
2020-0003168,WHI,M,1975
2020-0003170,Black or African American,Female,NULL
2020-0003171,WHI,M,1966
2020-0003171,Black or African American,Female,1986
2020-0003172,White,Female,1991
2020-0003174,Middle Eastern or North African,Female,1980
2020-0003175,Black or African American,Male,1991
2020-0003176,Black or African American,Female,1997
2020-0003176,Black or African American,NULL,1985
2020-0003182,White,Female,1940
2020-0003183,Black or African American,Male,1998
2020-0003183,WHI,F,1957
2020-0003191,NULL,NULL,NULL
2020-0003192,Black or African American,Male,1968
2020-0003195,Black or African American,Female,1988
2020-0003208,Black or African American,Male,1980
2020-0003212,"Some Other Race, Ethnicity, or Origin",Male,1994
2020-0003212,Black or African American,Female,1994
2020-0003216,Black or African American,Male,1972
2020-0003219,White,Male,NULL
2020-0003220,White,Prefer not to say,1981
2020-0003223,WHI,M,1982
2020-0003223,NULL,Female,1983
2020-0003224,Black or African American,Male,1976
2020-0003224,BLK,M,1972
2020-0003238,WHI,F,1983
2020-0003238,S,F,1975
2020-0003238,NULL,Female,1995
2020-0003238,NULL,Male,1969
2020-0003239,NULL,Male,1998
2020-0003240,WHI,M,1978
2020-0003240,NULL,Male,1998
2020-0003245,NULL,NULL,NULL
2020-0003246,White,Female,2002
2020-0003247,NULL,NULL,NULL
2020-0003248,Black or African American,Female,1973
2020-0003249,WHI,M,1967
2020-0003250,Asian,Female,1993
2020-0003252,NULL,NULL,NULL
2020-0003253,White,NULL,NULL
2020-0003254,White,Non-binary/third gender,1991
2020-0003256,White,Male,1998
2020-0003257,Asian,Female,1995
2020-0003258,WHI,M,1971
2020-0003258,API,F,1992
2020-0003259,NULL,Female,NULL
2020-0003260,NULL,NULL,NULL
2020-0003261,NULL,Female,1966
2020-0003262,NULL,NULL,NULL
2020-0003263,"Hispanic, Latino, or Spanish origin",Female,1995
2020-0003265,White,Female,1959
2020-0003267,WHI,M,1969
2020-0003267,Black or African American,Male,2000
2020-0003267,Black or African American,Female,2002
2020-0003268,Asian,Female,1995
2020-0003273,White,Male,1982
2020-0003274,White,Female,1987
2020-0003277,NULL,NULL,NULL
2020-0003280,NULL,NULL,NULL
2020-0003281,White,Male,1993
2020-0003282,NULL,Male,NULL
2020-0003282,NULL,NULL,NULL
2020-0003282,White,Male,1995
2020-0003282,"Hispanic, Latino, or Spanish Origin",Female,NULL
2020-0003283,Black or African American,Male,1986
2020-0003286,White,Female,1993
2020-0003289,"Hispanic, Latino, or Spanish origin",Female,1991
2020-0003291,Black or African American,Male,1996
2020-0003293,NULL,NULL,1975
2020-0003297,NULL,Female,2001
2020-0003299,NULL,NULL,NULL
2020-0003305,Black or African American,Male,1991
2020-0003307,White,Male,1989
2020-0003310,Black or African American,Female,1982
2020-0003313,Black or African American,Female,1961
2020-0003315,WHI,F,1966
2020-0003317,White,Prefer not to say,1995
2020-0003318,NULL,Non-Binary / Third Gender,1994
2020-0003319,White,Male,1994
2020-0003320,Black or African American,Male,1991
2020-0003321,NULL,Male,1975
2020-0003321,BLK,M,1980
2020-0003325,NULL,NULL,1998
2020-0003326,NULL,NULL,NULL
2020-0003327,White,Female,1998
2020-0003328,Asian,Female,1997
2020-0003329,NULL,Male,NULL
2020-0003332,White,Male,NULL
2020-0003334,"Hispanic, Latino, or Spanish origin",Male,1994
2020-0003339,White,Male,1956
2020-0003341,WHI,M,1978
2020-0003344,"Hispanic, Latino, or Spanish Origin",Male,1995
2020-0003352,Black or African American,Male,1989
2020-0003355,Not listed,Male,1977
2020-0003361,Black or African American,Female,1989
2020-0003362,Black or African American,Not listed,1945
2020-0003365,Black or African American,NULL,NULL
2020-0003365,Black or African American,Male,NULL
2020-0003366,White,Male,NULL
2020-0003369,NULL,NULL,NULL
2020-0003374,White,NULL,1981
2020-0003376,NULL,NULL,NULL
2020-0003385,Black or African American,Male,1991
2020-0003392,White,Male,1988
2020-0003398,WHI,M,1978
2020-0003398,NULL,Female,1983
2020-0003402,Black or African American,NULL,1992
2020-0003402,WHI,M,1981
2020-0003403,Not listed,Female,1988
2020-0003407,"Hispanic, Latino, or Spanish Origin",Female,1985
2020-0003407,WHI,M,1969
2020-0003409,NULL,Male,1990
2020-0003411,NULL,NULL,NULL
2020-0003413,NULL,NULL,NULL
2020-0003424,Black or African American,Male,1975
2020-0003427,Black or African American,Male,1929
2020-0003427,BLK,M,1978
2020-0003428,Black or African American,Male,1986
2020-0003432,NULL,NULL,NULL
2020-0003435,Black or African American,Female,1987
2020-0003438,NULL,NULL,NULL
2020-0003439,"Hispanic, Latino, or Spanish Origin",Male,1976
2020-0003442,Black or African American,Male,1979
2020-0003443,Black or African American,Male,1990
2020-0003445,Black or African American,Female,NULL
2020-0003451,Black or African American,Female,NULL
2020-0003451,Black or African American,Male,1991
2020-0003458,White,Female,1991
2020-0003461,Black or African American,Male,1972
2020-0003461,WHI,F,1962
2020-0003463,WHI,F,1966
2020-0003465,WHI,M,1967
2020-0003466,WHI,F,1978
2020-0003471,Black or African American,Male,1971
2020-0003474,S,M,1965
2020-0003480,WHI,F,1965
2020-0003483,NULL,NULL,NULL
2020-0003486,NULL,NULL,NULL
2020-0003488,NULL,NULL,NULL
2020-0003489,Black or African American,Male,1992
2020-0003489,WHI,M,1981
2020-0003492,White,Male,NULL
2020-0003503,Black or African American,Male,1950
2020-0003505,Black or African American,Female,1995
2020-0003505,BLK,F,1971
2020-0003508,NULL,NULL,NULL
2020-0003510,NULL,Male,NULL
2020-0003514,NULL,NULL,NULL
2020-0003517,NULL,NULL,NULL
2020-0003518,NULL,NULL,NULL
2020-0003519,NULL,NULL,NULL
2020-0003520,NULL,NULL,NULL
2020-0003521,NULL,NULL,NULL
2020-0003522,NULL,NULL,NULL
2020-0003522,White,Female,NULL
2020-0003523,NULL,NULL,NULL
2020-0003524,NULL,Male,NULL
2020-0003525,NULL,Male,NULL
2020-0003526,NULL,Male,NULL
2020-0003528,NULL,Male,NULL
2020-0003529,Black or African American,Male,NULL
2020-0003530,NULL,Male,NULL
2020-0003531,NULL,Male,NULL
