LOG_NO,RACE,GENDER,BIRTH_YEAR,AGE
2020-0001151,NULL,NULL,NULL,NULL
2020-0001155,Black or African American,Male,1970,50
2020-0001156,NULL,NULL,NULL,NULL
2020-0001161,NULL,NULL,NULL,NULL
2020-0001164,NULL,NULL,NULL,NULL
2020-0001176,NULL,NULL,NULL,NULL
2020-0001177,Black or African American,Male,NULL,NULL
2020-0001180,NULL,Female,1985,35
2020-0001181,NULL,NULL,NULL,NULL
2020-0001183,NULL,NULL,NULL,NULL
2020-0001184,Black or African American,Male,NULL,NULL
2020-0001185,White,Female,1966,54
2020-0001186,NULL,NULL,NULL,NULL
2020-0001188,Black or African American,Female,1994,26
2020-0001192,"Hispanic, Latino, or Spanish origin",Male,1999,21
2020-0001195,NULL,Female,2000,20
2020-0001200,NULL,NULL,NULL,NULL
2020-0001202,NULL,NULL,NULL,NULL
2020-0001203,NULL,NULL,NULL,NULL
2020-0001206,Black or African American,Female,1952,68
2020-0001213,NULL,Female,NULL,NULL
2020-0001213,NULL,NULL,NULL,NULL
2020-0001214,NULL,NULL,NULL,NULL
2020-0001215,NULL,NULL,NULL,NULL
2020-0001219,Black or African American,Female,1995,25
2020-0001221,NULL,NULL,NULL,NULL
2020-0001222,NULL,NULL,NULL,NULL
2020-0001223,NULL,NULL,NULL,NULL
2020-0001234,NULL,NULL,NULL,NULL
2020-0001238,NULL,NULL,NULL,NULL
2020-0001240,NULL,NULL,NULL,NULL
2020-0001241,NULL,NULL,NULL,NULL
2020-0001243,NULL,NULL,NULL,NULL
2020-0001244,NULL,NULL,NULL,NULL
2020-0001246,White,Female,1986,34
2020-0001249,NULL,NULL,NULL,NULL
2020-0001251,NULL,NULL,NULL,NULL
2020-0001256,NULL,NULL,NULL,NULL
2020-0001257,White,Male,NULL,NULL
2020-0001257,White,Male,NULL,NULL
2020-0001258,Black or African American,Male,1982,38
2020-0001258,Black or African American,Female,1986,34
2020-0001263,NULL,NULL,NULL,NULL
2020-0001266,NULL,NULL,NULL,NULL
2020-0001268,NULL,NULL,NULL,NULL
2020-0001270,NULL,NULL,NULL,NULL
2020-0001271,NULL,NULL,NULL,NULL
2020-0001273,NULL,NULL,NULL,NULL
2020-0001275,NULL,NULL,NULL,NULL
2020-0001279,NULL,NULL,NULL,NULL
2020-0001285,Black or African American,Male,1995,25
2020-0001287,NULL,NULL,NULL,NULL
2020-0001289,NULL,NULL,NULL,NULL
2020-0001290,NULL,NULL,NULL,NULL
2020-0001292,NULL,NULL,NULL,NULL
2020-0001293,NULL,NULL,NULL,NULL
2020-0001294,NULL,NULL,NULL,NULL
2020-0001297,NULL,NULL,NULL,NULL
2020-0001298,NULL,NULL,NULL,NULL
2020-0001299,NULL,NULL,NULL,NULL
2020-0001300,NULL,NULL,NULL,NULL
2020-0001301,NULL,NULL,NULL,NULL
2020-0001306,NULL,NULL,NULL,NULL
2020-0001307,NULL,NULL,NULL,NULL
2020-0001310,NULL,NULL,NULL,NULL
2020-0001311,NULL,NULL,NULL,NULL
2020-0001312,NULL,NULL,NULL,NULL
2020-0001313,NULL,NULL,NULL,NULL
2020-0001315,NULL,NULL,NULL,NULL
2020-0001316,NULL,NULL,NULL,NULL
2020-0001317,NULL,NULL,NULL,NULL
2020-0001318,NULL,NULL,NULL,NULL
2020-0001320,NULL,NULL,NULL,NULL
2020-0001321,NULL,NULL,NULL,NULL
2020-0001322,NULL,NULL,NULL,NULL
2020-0001323,NULL,NULL,NULL,NULL
2020-0001324,NULL,NULL,NULL,NULL
2020-0001325,NULL,Female,1989,31
2020-0001326,NULL,NULL,NULL,NULL
2020-0001327,NULL,NULL,NULL,NULL
2020-0001328,NULL,NULL,NULL,NULL
2020-0001332,NULL,NULL,NULL,NULL
2020-0001333,White,Female,1994,26
2020-0001333,White,Male,1951,69
2020-0001335,NULL,NULL,NULL,NULL
2020-0001336,NULL,NULL,NULL,NULL
2020-0001350,NULL,NULL,NULL,NULL
2020-0001351,NULL,NULL,NULL,NULL
2020-0001352,Black or African American,Female,NULL,NULL
2020-0001353,NULL,NULL,NULL,NULL
2020-0001354,NULL,NULL,NULL,NULL
2020-0001355,NULL,NULL,NULL,NULL
2020-0001359,NULL,NULL,NULL,NULL
2020-0001373,NULL,NULL,NULL,NULL
2020-0001375,NULL,NULL,NULL,NULL
2020-0001377,NULL,NULL,NULL,NULL
2020-0001380,NULL,NULL,NULL,NULL
2020-0001386,Black or African American,Female,1985,35
2020-0001392,NULL,NULL,NULL,NULL
2020-0001393,NULL,NULL,NULL,NULL
2020-0001399,NULL,NULL,NULL,NULL
2020-0001401,"Some Other Race, Ethnicity, or Origin",Male,1996,24
2020-0001401,Black or African American,Male,1979,41
2020-0001401,Black or African American,Male,2005,15
2020-0001402,Black or African American,Female,1983,37
2020-0001403,NULL,Female,NULL,NULL
2020-0001406,NULL,NULL,NULL,NULL
2020-0001409,NULL,NULL,NULL,NULL
2020-0001410,NULL,NULL,NULL,NULL
2020-0001414,Unknown,Male,1940,80
2020-0001417,NULL,NULL,NULL,NULL
2020-0001421,NULL,NULL,NULL,NULL
2020-0001426,NULL,NULL,NULL,NULL
2020-0001429,NULL,NULL,NULL,NULL
2020-0001431,Prefer Not to Say,Female,1984,36
2020-0001437,NULL,NULL,NULL,NULL
2020-0001438,Black or African American,Male,1950,70
2020-0001438,Black or African American,Female,1947,73
2020-0001446,NULL,NULL,NULL,NULL
2020-0001448,NULL,NULL,NULL,NULL
2020-0001450,NULL,NULL,NULL,NULL
2020-0001451,NULL,NULL,NULL,NULL
2020-0001452,NULL,NULL,NULL,NULL
2020-0001454,NULL,NULL,NULL,NULL
2020-0001457,Unknown,Male,1940,80
2020-0001458,Black or African American,Male,2020,0
2020-0001463,NULL,NULL,NULL,NULL
2020-0001464,NULL,NULL,NULL,NULL
2020-0001468,Black or African American,Male,1978,42
2020-0001468,Black or African American,Female,NULL,NULL
2020-0001470,NULL,NULL,NULL,NULL
2020-0001474,"Hispanic, Latino, or Spanish Origin",Female,1971,49
2020-0001474,"Hispanic, Latino, or Spanish Origin",Male,1987,33
2020-0001475,NULL,NULL,NULL,NULL
2020-0001476,NULL,NULL,NULL,NULL
2020-0001479,NULL,NULL,NULL,NULL
2020-0001480,NULL,NULL,NULL,NULL
2020-0001485,NULL,NULL,NULL,NULL
2020-0001490,NULL,NULL,NULL,NULL
2020-0001491,White,Female,2020,0
2020-0001495,NULL,NULL,NULL,NULL
2020-0001498,Black or African American,Female,2020,0
2020-0001498,Black or African American,Female,1998,22
2020-0001500,NULL,NULL,NULL,NULL
2020-0001501,NULL,NULL,NULL,NULL
2020-0001507,NULL,NULL,NULL,NULL
2020-0001515,NULL,NULL,NULL,NULL
2020-0001524,NULL,NULL,NULL,NULL
2020-0001525,NULL,NULL,NULL,NULL
2020-0001532,NULL,NULL,NULL,NULL
2020-0001535,NULL,NULL,NULL,NULL
2020-0001545,NULL,NULL,NULL,NULL
2020-0001547,NULL,NULL,NULL,NULL
2020-0001550,"Hispanic, Latino, or Spanish origin",Male,1997,23
2020-0001552,NULL,NULL,NULL,NULL
2020-0001553,Black or African American,NULL,NULL,NULL
2020-0001554,NULL,NULL,NULL,NULL
2020-0001557,NULL,NULL,NULL,NULL
2020-0001559,"Hispanic, Latino, or Spanish Origin",Female,1985,35
2020-0001559,"Hispanic, Latino, or Spanish Origin",Female,2009,11
2020-0001562,Black or African American,Female,NULL,NULL
2020-0001562,Black or African American,Female,NULL,NULL
2020-0001566,NULL,NULL,NULL,NULL
2020-0001570,NULL,NULL,NULL,NULL
2020-0001574,NULL,NULL,NULL,NULL
2020-0001577,NULL,NULL,NULL,NULL
2020-0001587,NULL,NULL,NULL,NULL
2020-0001588,NULL,NULL,NULL,NULL
2020-0001591,NULL,NULL,NULL,NULL
2020-0001595,NULL,NULL,NULL,NULL
2020-0001596,NULL,NULL,NULL,NULL
2020-0001609,NULL,NULL,NULL,NULL
2020-0001611,NULL,NULL,NULL,NULL
2020-0001612,NULL,NULL,NULL,NULL
2020-0001617,NULL,NULL,NULL,NULL
2020-0001618,Black or African American,Female,2001,19
2020-0001618,Black or African American,Female,1998,22
2020-0001618,Black or African American,Male,2000,20
2020-0001625,NULL,NULL,NULL,NULL
2020-0001626,NULL,NULL,NULL,NULL
2020-0001635,NULL,NULL,NULL,NULL
2020-0001636,Asian,Male,1983,37
2020-0001642,NULL,NULL,NULL,NULL
2020-0001643,NULL,NULL,NULL,NULL
2020-0001646,NULL,NULL,NULL,NULL
2020-0001647,Native Hawaiian or Other Pacific Islander,Female,2020,0
2020-0001648,NULL,NULL,NULL,NULL
2020-0001651,NULL,NULL,NULL,NULL
2020-0001653,NULL,NULL,NULL,NULL
2020-0001654,Asian,Female,1987,33
2020-0001659,NULL,NULL,NULL,NULL
2020-0001659,White,Female,1987,33
2020-0001663,NULL,NULL,NULL,NULL
2020-0001668,NULL,NULL,NULL,NULL
2020-0001668,NULL,Female,NULL,NULL
2020-0001670,NULL,NULL,NULL,NULL
2020-0001671,NULL,NULL,NULL,NULL
2020-0001680,NULL,Female,1983,37
2020-0001682,NULL,NULL,NULL,NULL
2020-0001687,NULL,NULL,NULL,NULL
2020-0001690,NULL,NULL,NULL,NULL
2020-0001692,NULL,NULL,NULL,NULL
2020-0001694,NULL,NULL,NULL,NULL
2020-0001695,NULL,NULL,NULL,NULL
2020-0001696,NULL,NULL,NULL,NULL
2020-0001697,NULL,NULL,NULL,NULL
2020-0001698,NULL,NULL,NULL,NULL
2020-0001701,NULL,NULL,NULL,NULL
2020-0001703,NULL,NULL,NULL,NULL
2020-0001705,NULL,NULL,NULL,NULL
2020-0001707,NULL,NULL,NULL,NULL
2020-0001710,NULL,NULL,NULL,NULL
2020-0001711,NULL,NULL,NULL,NULL
2020-0001712,Black or African American,Female,1974,46
2020-0001712,Black or African American,Female,1988,32
2020-0001712,Black or African American,Female,1963,57
2020-0001712,Black or African American,Female,1959,61
2020-0001712,Black or African American,Female,1954,66
2020-0001714,NULL,NULL,NULL,NULL
2020-0001717,NULL,NULL,NULL,NULL
2020-0001720,NULL,NULL,NULL,NULL
2020-0001723,NULL,NULL,NULL,NULL
2020-0001724,White,NULL,NULL,NULL
2020-0001727,NULL,NULL,NULL,NULL
2020-0001728,Black or African American,Female,1994,26
2020-0001732,NULL,NULL,NULL,NULL
2020-0001735,NULL,NULL,NULL,NULL
2020-0001739,NULL,NULL,NULL,NULL
2020-0001742,NULL,NULL,NULL,NULL
2020-0001751,NULL,NULL,NULL,NULL
2020-0001753,White,Female,1974,46
2020-0001754,NULL,NULL,NULL,NULL
2020-0001755,NULL,NULL,NULL,NULL
2020-0001757,NULL,NULL,NULL,NULL
2020-0001759,NULL,NULL,NULL,NULL
2020-0001760,NULL,NULL,NULL,NULL
2020-0001761,NULL,Male,NULL,NULL
2020-0001762,NULL,NULL,NULL,NULL
2020-0001769,NULL,NULL,NULL,NULL
2020-0001770,NULL,NULL,NULL,NULL
2020-0001771,NULL,NULL,NULL,NULL
2020-0001773,NULL,NULL,NULL,NULL
2020-0001775,NULL,Female,NULL,NULL
2020-0001775,NULL,Female,NULL,NULL
2020-0001775,White,Female,1990,30
2020-0001778,NULL,NULL,NULL,NULL
2020-0001784,Black or African American,Male,1988,32
2020-0001785,NULL,Female,1995,25
2020-0001786,White,Male,1988,32
2020-0001787,NULL,NULL,NULL,NULL
2020-0001788,"Hispanic, Latino, or Spanish origin",Female,NULL,NULL
2020-0001796,NULL,NULL,NULL,NULL
2020-0001805,NULL,NULL,NULL,NULL
2020-0001807,NULL,NULL,NULL,NULL
2020-0001808,NULL,Male,2002,18
2020-0001809,NULL,NULL,NULL,NULL
2020-0001812,NULL,NULL,NULL,NULL
2020-0001813,NULL,NULL,NULL,NULL
2020-0001814,"Hispanic, Latino, or Spanish Origin",Male,2003,17
2020-0001814,"Hispanic, Latino, or Spanish Origin",Male,2004,16
2020-0001815,NULL,NULL,NULL,NULL
2020-0001819,NULL,NULL,NULL,NULL
2020-0001824,NULL,NULL,NULL,NULL
2020-0001830,NULL,NULL,NULL,NULL
2020-0001831,NULL,NULL,NULL,NULL
2020-0001838,NULL,NULL,NULL,NULL
2020-0001840,NULL,NULL,NULL,NULL
2020-0001844,NULL,NULL,NULL,NULL
2020-0001849,NULL,NULL,NULL,NULL
2020-0001856,NULL,NULL,NULL,NULL
2020-0001857,NULL,NULL,NULL,NULL
2020-0001858,NULL,NULL,NULL,NULL
2020-0001861,NULL,NULL,1989,31
2020-0001861,White,Male,1989,31
2020-0001863,Black or African American,Male,1996,24
2020-0001863,Black or African American,Female,1999,21
2020-0001867,NULL,NULL,NULL,NULL
2020-0001869,Black or African American,Female,1994,26
2020-0001870,NULL,NULL,NULL,NULL
2020-0001872,NULL,NULL,NULL,NULL
2020-0001873,Black or African American,Male,1992,28
2020-0001887,NULL,NULL,NULL,NULL
2020-0001897,Black or African American,NULL,1997,23
2020-0001897,Black or African American,Male,1992,28
2020-0001898,NULL,NULL,NULL,NULL
2020-0001901,NULL,NULL,NULL,NULL
2020-0001904,NULL,NULL,NULL,NULL
2020-0001907,NULL,NULL,NULL,NULL
2020-0001909,NULL,NULL,NULL,NULL
2020-0001911,NULL,NULL,NULL,NULL
2020-0001913,NULL,NULL,NULL,NULL
2020-0001918,NULL,NULL,NULL,NULL
2020-0001920,NULL,NULL,NULL,NULL
2020-0001923,NULL,NULL,NULL,NULL
2020-0001924,Unknown,Male,2020,0
2020-0001932,Middle Eastern or North African,Male,1988,32
2020-0001933,NULL,NULL,NULL,NULL
2020-0001940,NULL,NULL,NULL,NULL
2020-0001941,NULL,NULL,NULL,NULL
2020-0001942,Black or African American,Female,1949,71
2020-0001945,NULL,NULL,NULL,NULL
2020-0001946,Black or African American,Male,1983,37
2020-0001947,NULL,NULL,NULL,NULL
2020-0001948,NULL,NULL,NULL,NULL
2020-0001952,NULL,NULL,NULL,NULL
2020-0001955,NULL,NULL,NULL,NULL
2020-0001956,NULL,NULL,NULL,NULL
2020-0001962,NULL,NULL,NULL,NULL
2020-0001964,NULL,NULL,NULL,NULL
2020-0001969,NULL,NULL,NULL,NULL
2020-0001970,NULL,NULL,NULL,NULL
2020-0001971,NULL,NULL,NULL,NULL
2020-0001978,NULL,NULL,NULL,NULL
2020-0001979,NULL,NULL,NULL,NULL
2020-0001980,"Hispanic, Latino, or Spanish origin",Male,NULL,NULL
2020-0001982,NULL,NULL,NULL,NULL
2020-0001986,NULL,Male,2000,20
2020-0001988,NULL,NULL,NULL,NULL
2020-0001990,NULL,NULL,NULL,NULL
2020-0001992,NULL,NULL,NULL,NULL
2020-0001996,NULL,NULL,NULL,NULL
2020-0001997,NULL,NULL,NULL,NULL
2020-0002003,NULL,NULL,NULL,NULL
2020-0002006,NULL,NULL,NULL,NULL
2020-0002008,Black or African American,Male,NULL,NULL
2020-0002009,NULL,NULL,NULL,NULL
2020-0002010,NULL,NULL,NULL,NULL
2020-0002011,NULL,NULL,NULL,NULL
2020-0002012,NULL,NULL,NULL,NULL
2020-0002019,NULL,NULL,NULL,NULL
2020-0002021,NULL,NULL,NULL,NULL
2020-0002022,NULL,NULL,NULL,NULL
2020-0002027,NULL,NULL,NULL,NULL
2020-0002028,NULL,NULL,NULL,NULL
2020-0002030,Black or African American,Female,1994,26
2020-0002030,Black or African American,Female,1997,23
2020-0002032,"Hispanic, Latino, or Spanish Origin",Male,1976,44
2020-0002038,NULL,NULL,NULL,NULL
2020-0002042,NULL,NULL,NULL,NULL
2020-0002043,NULL,NULL,NULL,NULL
2020-0002044,NULL,NULL,NULL,NULL
2020-0002046,NULL,NULL,NULL,NULL
2020-0002050,NULL,NULL,NULL,NULL
2020-0002051,NULL,NULL,NULL,NULL
2020-0002056,NULL,NULL,NULL,NULL
2020-0002057,Black or African American,Female,1986,34
2020-0002057,Black or African American,Female,1990,30
2020-0002058,NULL,NULL,NULL,NULL
2020-0002059,NULL,NULL,NULL,NULL
2020-0002064,Black or African American,Male,1983,37
2020-0002068,NULL,NULL,NULL,NULL
2020-0002068,NULL,NULL,NULL,NULL
2020-0002070,NULL,NULL,NULL,NULL
2020-0002074,NULL,NULL,NULL,NULL
2020-0002077,White,Female,1996,24
2020-0002081,Asian,Female,1995,25
2020-0002081,White,Male,1994,26
2020-0002083,NULL,NULL,NULL,NULL
2020-0002086,NULL,NULL,NULL,NULL
2020-0002087,NULL,NULL,NULL,NULL
2020-0002093,White,Male,NULL,NULL
2020-0002094,NULL,NULL,NULL,NULL
2020-0002098,NULL,NULL,NULL,NULL
2020-0002102,NULL,NULL,NULL,NULL
2020-0002104,Asian,Female,1995,25
2020-0002104,White,Female,1994,26
2020-0002107,NULL,NULL,NULL,NULL
2020-0002108,NULL,NULL,NULL,NULL
2020-0002110,NULL,NULL,NULL,NULL
2020-0002112,NULL,NULL,NULL,NULL
2020-0002113,NULL,NULL,NULL,NULL
2020-0002118,White,Male,1983,37
2020-0002121,Black or African American,Male,1988,32
2020-0002123,NULL,Female,NULL,NULL
2020-0002128,Black or African American,Female,1964,56
2020-0002128,Black or African American,Female,1985,35
2020-0002128,Black or African American,Male,2002,18
2020-0002129,NULL,NULL,NULL,NULL
2020-0002131,NULL,NULL,NULL,NULL
2020-0002133,NULL,NULL,NULL,NULL
2020-0002134,NULL,NULL,NULL,NULL
2020-0002136,NULL,NULL,NULL,NULL
2020-0002142,NULL,NULL,NULL,NULL
2020-0002143,NULL,NULL,NULL,NULL
2020-0002145,"Hispanic, Latino, or Spanish Origin",Male,1997,23
2020-0002146,White,Female,1998,22
2020-0002147,NULL,NULL,NULL,NULL
2020-0002148,NULL,NULL,NULL,NULL
2020-0002149,NULL,NULL,NULL,NULL
2020-0002150,NULL,NULL,NULL,NULL
2020-0002153,NULL,NULL,NULL,NULL
2020-0002154,NULL,NULL,NULL,NULL
2020-0002156,NULL,NULL,NULL,NULL
2020-0002157,NULL,NULL,NULL,NULL
2020-0002158,NULL,NULL,NULL,NULL
2020-0002159,NULL,NULL,NULL,NULL
2020-0002160,NULL,NULL,NULL,NULL
2020-0002161,White,Male,2002,18
2020-0002164,NULL,NULL,NULL,NULL
2020-0002169,NULL,NULL,NULL,NULL
2020-0002176,NULL,NULL,NULL,NULL
2020-0002181,NULL,NULL,NULL,NULL
2020-0002184,NULL,NULL,NULL,NULL
2020-0002188,NULL,NULL,NULL,NULL
2020-0002190,NULL,NULL,NULL,NULL
2020-0002192,NULL,NULL,NULL,NULL
2020-0002193,NULL,NULL,NULL,NULL
2020-0002194,NULL,NULL,NULL,NULL
2020-0002195,NULL,NULL,NULL,NULL
2020-0002196,NULL,NULL,NULL,NULL
2020-0002197,NULL,NULL,NULL,NULL
2020-0002198,NULL,NULL,NULL,NULL
2020-0002202,Black or African American,Male,NULL,NULL
2020-0002203,NULL,NULL,NULL,NULL
2020-0002204,NULL,NULL,NULL,NULL
2020-0002206,Black or African American,Male,NULL,NULL
2020-0002208,NULL,NULL,NULL,NULL
2020-0002210,NULL,NULL,NULL,NULL
2020-0002212,Black or African American,Male,NULL,NULL
2020-0002212,NULL,Female,NULL,NULL
2020-0002212,NULL,NULL,NULL,NULL
2020-0002214,NULL,NULL,NULL,NULL
2020-0002215,NULL,NULL,NULL,NULL
2020-0002225,NULL,NULL,NULL,NULL
2020-0002226,NULL,NULL,NULL,NULL
2020-0002228,"Hispanic, Latino, or Spanish Origin",Male,1997,23
2020-0002230,NULL,NULL,NULL,NULL
2020-0002232,NULL,NULL,NULL,NULL
2020-0002237,NULL,NULL,NULL,NULL
2020-0002239,NULL,NULL,NULL,NULL
2020-0002240,NULL,NULL,NULL,NULL
2020-0002241,NULL,NULL,NULL,NULL
2020-0002242,NULL,NULL,NULL,NULL
2020-0002244,NULL,NULL,NULL,NULL
2020-0002246,NULL,NULL,NULL,NULL
2020-0002248,NULL,NULL,NULL,NULL
2020-0002253,Black or African American,Female,NULL,NULL
2020-0002253,Black or African American,Female,NULL,NULL
2020-0002254,NULL,NULL,NULL,NULL
2020-0002255,NULL,NULL,NULL,NULL
2020-0002256,NULL,NULL,NULL,NULL
2020-0002257,NULL,NULL,NULL,NULL
2020-0002258,NULL,NULL,NULL,NULL
2020-0002259,White,Prefer Not to Say,NULL,NULL
2020-0002260,NULL,Male,NULL,NULL
2020-0002260,NULL,NULL,NULL,NULL
2020-0002261,White,Female,1994,26
2020-0002262,NULL,NULL,NULL,NULL
2020-0002264,NULL,NULL,NULL,NULL
2020-0002270,NULL,NULL,NULL,NULL
2020-0002272,NULL,NULL,NULL,NULL
2020-0002275,White,Male,NULL,NULL
2020-0002276,NULL,NULL,NULL,NULL
2020-0002279,NULL,NULL,NULL,NULL
2020-0002281,NULL,Male,NULL,NULL
2020-0002283,NULL,NULL,NULL,NULL
2020-0002285,NULL,NULL,NULL,NULL
2020-0002286,NULL,NULL,NULL,NULL
2020-0002294,NULL,NULL,NULL,NULL
2020-0002301,NULL,NULL,NULL,NULL
2020-0002303,NULL,NULL,NULL,NULL
2020-0002306,NULL,NULL,NULL,NULL
2020-0002309,NULL,NULL,NULL,NULL
2020-0002310,Black or African American,Male,NULL,NULL
2020-0002311,NULL,NULL,NULL,NULL
2020-0002312,NULL,NULL,NULL,NULL
2020-0002321,NULL,NULL,NULL,NULL
2020-0002322,NULL,NULL,NULL,NULL
2020-0002328,Black or African American,Female,1995,25
2020-0002329,NULL,NULL,NULL,NULL
2020-0002330,NULL,NULL,NULL,NULL
2020-0002335,NULL,NULL,NULL,NULL
2020-0002338,NULL,NULL,NULL,NULL
2020-0002343,NULL,NULL,NULL,NULL
2020-0002344,NULL,NULL,NULL,NULL
2020-0002344,NULL,NULL,NULL,NULL
2020-0002347,NULL,NULL,NULL,NULL
2020-0002348,NULL,NULL,NULL,NULL
2020-0002349,NULL,NULL,NULL,NULL
2020-0002353,NULL,NULL,NULL,NULL
2020-0002354,NULL,NULL,NULL,NULL
2020-0002356,NULL,NULL,NULL,NULL
2020-0002357,NULL,NULL,NULL,NULL
2020-0002359,NULL,NULL,NULL,NULL
2020-0002362,NULL,NULL,NULL,NULL
2020-0002364,NULL,NULL,NULL,NULL
2020-0002365,NULL,NULL,NULL,NULL
2020-0002368,NULL,Male,NULL,NULL
2020-0002368,NULL,Male,NULL,NULL
2020-0002369,"Hispanic, Latino, or Spanish origin",Male,NULL,NULL
2020-0002370,NULL,NULL,NULL,NULL
2020-0002373,NULL,NULL,1969,51
2020-0002373,NULL,NULL,NULL,NULL
2020-0002375,NULL,NULL,NULL,NULL
2020-0002376,NULL,NULL,NULL,NULL
2020-0002379,NULL,NULL,NULL,NULL
2020-0002382,NULL,NULL,NULL,NULL
2020-0002388,NULL,NULL,NULL,NULL
2020-0002395,NULL,NULL,NULL,NULL
2020-0002399,NULL,NULL,NULL,NULL
2020-0002403,NULL,NULL,NULL,NULL
2020-0002419,NULL,NULL,NULL,NULL
2020-0002423,NULL,NULL,NULL,NULL
2020-0002437,NULL,NULL,NULL,NULL
2020-0002441,NULL,NULL,NULL,NULL
2020-0002442,"Hispanic, Latino, or Spanish Origin",Female,1991,29
2020-0002444,NULL,NULL,NULL,NULL
2020-0002448,NULL,NULL,NULL,NULL
2020-0002451,NULL,NULL,NULL,NULL
2020-0002456,NULL,NULL,NULL,NULL
2020-0002459,NULL,NULL,NULL,NULL
2020-0002460,White,Female,1996,24
2020-0002463,NULL,NULL,NULL,NULL
2020-0002465,NULL,NULL,NULL,NULL
2020-0002468,NULL,NULL,NULL,NULL
2020-0002472,NULL,NULL,NULL,NULL
2020-0002475,NULL,NULL,NULL,NULL
2020-0002478,Black or African American,Male,NULL,NULL
2020-0002478,NULL,Male,NULL,NULL
2020-0002479,NULL,NULL,NULL,NULL
2020-0002489,NULL,Male,NULL,NULL
2020-0002492,NULL,NULL,NULL,NULL
2020-0002498,NULL,NULL,NULL,NULL
2020-0002502,NULL,NULL,NULL,NULL
2020-0002503,NULL,NULL,NULL,NULL
2020-0002504,NULL,NULL,NULL,NULL
2020-0002518,NULL,NULL,NULL,NULL
2020-0002519,NULL,Male,1984,36
2020-0002520,NULL,NULL,NULL,NULL
2020-0002526,NULL,NULL,NULL,NULL
2020-0002528,Black or African American,Female,2007,13
2020-0002531,NULL,NULL,NULL,NULL
2020-0002537,NULL,NULL,NULL,NULL
2020-0002540,Black or African American,Male,1998,22
2020-0002542,NULL,Female,NULL,NULL
2020-0002542,NULL,NULL,NULL,NULL
2020-0002542,Black or African American,Male,1976,44
2020-0002544,NULL,NULL,NULL,NULL
2020-0002549,Black or African American,Male,1982,38
2020-0002550,NULL,Prefer to Self-Describe,NULL,NULL
2020-0002550,"Hispanic, Latino, or Spanish origin",Female,1995,25
2020-0002553,NULL,NULL,NULL,NULL
2020-0002556,White,Female,1982,38
2020-0002560,NULL,NULL,NULL,NULL
2020-0002563,NULL,NULL,NULL,NULL
2020-0002572,NULL,NULL,NULL,NULL
2020-0002577,NULL,NULL,NULL,NULL
2020-0002583,NULL,NULL,NULL,NULL
2020-0002584,NULL,NULL,NULL,NULL
2020-0002585,NULL,Female,NULL,NULL
2020-0002588,NULL,NULL,NULL,NULL
2020-0002589,NULL,NULL,NULL,NULL
2020-0002590,Black or African American,Male,1981,39
2020-0002592,NULL,NULL,NULL,NULL
2020-0002594,NULL,NULL,NULL,NULL
2020-0002595,Black or African American,Male,NULL,NULL
2020-0002595,White,Male,NULL,NULL
2020-0002600,NULL,NULL,NULL,NULL
2020-0002601,White,Female,2000,20
2020-0002601,Asian,Male,1999,21
2020-0002602,"Hispanic, Latino, or Spanish Origin",Male,1990,30
2020-0002604,NULL,NULL,NULL,NULL
2020-0002608,NULL,NULL,NULL,NULL
2020-0002611,Black or African American,Female,1997,23
2020-0002615,NULL,NULL,NULL,NULL
2020-0002620,NULL,NULL,NULL,NULL
2020-0002621,NULL,NULL,NULL,NULL
2020-0002622,White,Female,NULL,NULL
2020-0002623,NULL,NULL,NULL,NULL
2020-0002625,NULL,NULL,NULL,NULL
2020-0002626,NULL,NULL,NULL,NULL
2020-0002631,NULL,NULL,NULL,NULL
2020-0002635,NULL,NULL,NULL,NULL
2020-0002638,"Hispanic, Latino, or Spanish Origin",Male,NULL,NULL
2020-0002638,"Hispanic, Latino, or Spanish Origin",Female,2002,18
2020-0002638,"Hispanic, Latino, or Spanish Origin",Female,NULL,NULL
2020-0002642,Black or African American,Female,1988,32
2020-0002642,Black or African American,Female,1966,54
2020-0002643,"Hispanic, Latino, or Spanish origin",Male,1963,57
2020-0002644,NULL,NULL,NULL,NULL
2020-0002651,NULL,NULL,NULL,NULL
2020-0002652,NULL,NULL,NULL,NULL
2020-0002655,NULL,NULL,NULL,NULL
2020-0002662,NULL,NULL,NULL,NULL
2020-0002663,NULL,NULL,NULL,NULL
2020-0002665,NULL,NULL,NULL,NULL
2020-0002666,NULL,NULL,NULL,NULL
2020-0002667,NULL,NULL,NULL,NULL
2020-0002668,NULL,NULL,NULL,NULL
2020-0002669,Black or African American,Female,1969,51
2020-0002672,NULL,NULL,NULL,NULL
2020-0002673,NULL,NULL,NULL,NULL
2020-0002675,NULL,NULL,NULL,NULL
2020-0002678,Black or African American,Female,1997,23
2020-0002679,Black or African American,Female,1997,23
2020-0002681,NULL,NULL,NULL,NULL
2020-0002687,Black or African American,Male,1986,34
2020-0002687,"Hispanic, Latino, or Spanish origin",Female,1991,29
2020-0002690,NULL,NULL,NULL,NULL
2020-0002691,White,Female,2020,0
2020-0002691,NULL,Female,NULL,NULL
2020-0002691,NULL,Male,NULL,NULL
2020-0002693,NULL,NULL,NULL,NULL
2020-0002696,NULL,NULL,NULL,NULL
2020-0002697,NULL,NULL,NULL,NULL
2020-0002700,NULL,NULL,NULL,NULL
2020-0002701,NULL,NULL,NULL,NULL
2020-0002703,NULL,NULL,NULL,NULL
